fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,735.0,37.37,39.22,45.0,191.0,34.98,0.0,0.9975,0.0006,-0.01,0.0017,0.0,0.0,444.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,735.0,0.0,0.01,0.0,2223.0,0.01,0.6214,-0.0025,0.0006,-0.01,0.0017,0.0,0.0,3084.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,736.0,36.23,38.78,45.0,191.0,35.19,0.6452,0.9974,0.0006,-0.0101,0.0018,0.0,0.0,255.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,736.0,0.0,0.01,0.0,3223.0,0.02,0.6062,-0.0026,0.0006,-0.0101,0.0018,0.0,0.0,660.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,737.0,35.23,37.78,45.0,45.0,36.45,0.6292,0.9973,0.0006,-0.0102,0.0018,0.0,0.0,47.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,737.0,0.0,0.01,0.0,3224.0,0.01,0.591,-0.0027,0.0006,-0.0102,0.0018,0.0,0.0,2969.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,738.0,34.23,36.78,45.0,191.0,36.05,0.6132,0.9972,0.0006,-0.0104,0.0019,0.0,0.0,43.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,738.0,0.0,0.01,0.0,3223.0,0.02,0.5758,-0.0028,0.0006,-0.0104,0.0019,0.0,0.0,1633.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,739.0,33.23,35.79,45.0,45.0,31.18,0.6217,0.9972,0.0007,-0.0105,0.0019,0.0,0.0,82.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,739.0,0.0,0.01,0.0,3223.0,0.02,0.5606,-0.0028,0.0007,-0.0105,0.0019,0.0,0.0,875.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,740.0,32.23,33.67,24.0,24.0,33.52,0.0,0.9971,0.0007,-0.0106,0.002,0.0,23.0,1009.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,740.0,0.0,0.01,0.0,3224.0,0.02,0.5454,-0.0029,0.0007,-0.0106,0.002,0.0,0.0,2661.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,741.0,31.23,33.78,45.0,191.0,29.39,0.565,0.997,0.0008,-0.0108,0.0021,0.0,0.0,257.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,741.0,0.0,0.01,0.0,3223.0,0.01,0.5301,-0.0031,0.0008,-0.0108,0.0021,0.0,1.0,1908.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,742.0,30.23,32.72,46.0,202.0,31.37,0.0,0.9968,0.0008,-0.0109,0.0021,0.0,3.0,327.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,742.0,0.0,0.01,0.0,3223.0,0.01,0.5149,-0.0032,0.0008,-0.0109,0.0021,0.0,3.0,476.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,743.0,29.23,31.78,45.0,200.0,28.15,0.5328,0.9967,0.0009,-0.011,0.0022,0.0,0.0,265.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,743.0,0.0,0.01,0.0,3223.0,0.02,0.4996,-0.0033,0.0009,-0.011,0.0022,0.0,0.0,447.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,744.0,28.23,30.78,46.0,213.0,28.56,0.5167,0.9966,0.0009,-0.0112,0.0023,0.0,3.0,127.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,744.0,0.0,0.01,0.0,3103.0,0.02,0.4844,-0.0034,0.0009,-0.0112,0.0023,0.0,0.0,391.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,745.0,27.23,29.72,45.0,200.0,25.27,0.0,0.9964,0.001,-0.0113,0.0024,0.0,0.0,947.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,745.0,0.0,0.01,0.0,3143.0,0.01,0.469,-0.0036,0.001,-0.0113,0.0024,0.0,46.0,2599.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,746.0,26.26,28.73,193.0,45.0,27.32,0.0,0.9963,0.001,-0.0115,0.0025,0.0,3.0,142.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,P,746.0,0.0,0.01,0.0,3144.0,0.01,0.4537,-0.0037,0.001,-0.0115,0.0025,0.0,10.0,516.0
2026-08-12 10:06:00,2026-08-12T09:50:04,773.43,2026-08-12,C,747.0,25.23,27.79,45.0,45.0,26.69,0.4882,0.9961,0.0011,-0.0117,0.0026,0.0,2.0,178.0
